SpineBase:-5.899989,-1.779496,26.27459,0,0,0|SpineMid:-5.811766,1.31861,26.49178,0,0,0|Neck:-5.682729,4.336443,26.58572,0,0,0|Head:-5.7756,5.919311,26.46164,0,0,0|ShoulderLeft:-7.394442,3.139828,26.42237,0,0,0|ElbowLeft:-7.87955,0.3478027,26.60697,0,0,0|WristLeft:-7.8221,-2.030211,25.66089,0,0,0|HandLeft:-7.586638,-2.547302,25.49757,0,0,0|ShoulderRight:-4.022979,3.193621,26.51231,0,0,0|ElbowRight:-3.753404,0.6570601,26.55346,0,0,0|WristRight:-3.736809,-2.126984,25.48849,0,0,0|HandRight:-3.985893,-2.571408,25.37437,0,0,0|HipLeft:-6.498253,-1.742458,25.85347,0,0,0|KneeLeft:-6.639878,-6.031303,25.88269,0,0,0|AnkleLeft:-6.818641,-9.488408,25.9396,0,0,0|FootLeft:-7.159984,-10.16945,25.1428,0,0,0|HipRight:-5.140142,-1.768207,25.97958,0,0,0|KneeRight:-5.001349,-6.172621,25.94916,0,0,0|AnkleRight:-4.715625,-9.578604,26.04869,0,0,0|FootRight:-4.618965,-9.881021,24.59308,0,0,0|SpineShoulder:-5.720298,3.593332,26.58492,0,0,0|HandTipLeft:-7.574945,-3.342232,25.46078,0,0,0|ThumbLeft:-7.869247,-2.890689,25.28687,0,0,0|HandTipRight:-4.058229,-3.439836,25.43472,0,0,0|ThumbRight:-4.354769,-2.409767,25.06518,0,0,0|
SpineBase:-5.896346,-1.780033,26.27196,0,0,0|SpineMid:-5.803561,1.318249,26.49054,0,0,0|Neck:-5.672214,4.335798,26.58643,0,0,0|Head:-5.769384,5.919942,26.46137,0,0,0|ShoulderLeft:-7.386608,3.141136,26.41846,0,0,0|ElbowLeft:-7.873286,0.3564298,26.61414,0,0,0|WristLeft:-7.817778,-2.018395,25.65897,0,0,0|HandLeft:-7.592976,-2.537823,25.4885,0,0,0|ShoulderRight:-4.014738,3.19023,26.50516,0,0,0|ElbowRight:-3.754134,0.6585445,26.55151,0,0,0|WristRight:-3.7349,-2.131926,25.48017,0,0,0|HandRight:-3.97745,-2.581841,25.35984,0,0,0|HipLeft:-6.494141,-1.742546,25.8484,0,0,0|KneeLeft:-6.636417,-6.033876,25.88057,0,0,0|AnkleLeft:-6.816044,-9.487362,25.94051,0,0,0|FootLeft:-7.16021,-10.1667,25.1433,0,0,0|HipRight:-5.1369,-1.769055,25.97873,0,0,0|KneeRight:-4.99928,-6.159708,25.93733,0,0,0|AnkleRight:-4.716668,-9.576628,26.0477,0,0,0|FootRight:-4.5116,-10.39134,25.33387,0,0,0|SpineShoulder:-5.710188,3.592786,26.58511,0,0,0|HandTipLeft:-7.609086,-3.299111,25.46486,0,0,0|ThumbLeft:-7.895489,-2.77049,25.23882,0,0,0|HandTipRight:-3.990666,-3.283851,25.29581,0,0,0|ThumbRight:-4.340348,-2.375245,25.03359,0,0,0|
SpineBase:-5.896346,-1.780033,26.27196,0,0,0|SpineMid:-5.803561,1.318249,26.49054,0,0,0|Neck:-5.672214,4.335798,26.58643,0,0,0|Head:-5.769384,5.919942,26.46137,0,0,0|ShoulderLeft:-7.386608,3.141136,26.41846,0,0,0|ElbowLeft:-7.873286,0.3564298,26.61414,0,0,0|WristLeft:-7.817778,-2.018395,25.65897,0,0,0|HandLeft:-7.592976,-2.537823,25.4885,0,0,0|ShoulderRight:-4.014738,3.19023,26.50516,0,0,0|ElbowRight:-3.754134,0.6585445,26.55151,0,0,0|WristRight:-3.7349,-2.131926,25.48017,0,0,0|HandRight:-3.97745,-2.581841,25.35984,0,0,0|HipLeft:-6.494141,-1.742546,25.8484,0,0,0|KneeLeft:-6.636417,-6.033876,25.88057,0,0,0|AnkleLeft:-6.816044,-9.487362,25.94051,0,0,0|FootLeft:-7.16021,-10.1667,25.1433,0,0,0|HipRight:-5.1369,-1.769055,25.97873,0,0,0|KneeRight:-4.99928,-6.159708,25.93733,0,0,0|AnkleRight:-4.716668,-9.576628,26.0477,0,0,0|FootRight:-4.5116,-10.39134,25.33387,0,0,0|SpineShoulder:-5.710188,3.592786,26.58511,0,0,0|HandTipLeft:-7.609086,-3.299111,25.46486,0,0,0|ThumbLeft:-7.895489,-2.77049,25.23882,0,0,0|HandTipRight:-3.990666,-3.283851,25.29581,0,0,0|ThumbRight:-4.340348,-2.375245,25.03359,0,0,0|
SpineBase:-5.89224,-1.779951,26.27055,0,0,0|SpineMid:-5.794367,1.31781,26.49006,0,0,0|Neck:-5.660287,4.33406,26.58709,0,0,0|Head:-5.760649,5.917595,26.45982,0,0,0|ShoulderLeft:-7.381861,3.143014,26.41983,0,0,0|ElbowLeft:-7.86747,0.369395,26.62081,0,0,0|WristLeft:-7.819671,-2.000665,25.65214,0,0,0|HandLeft:-7.589861,-2.500735,25.51475,0,0,0|ShoulderRight:-4.007905,3.188815,26.50265,0,0,0|ElbowRight:-3.753052,0.6566017,26.54894,0,0,0|WristRight:-3.734772,-2.132814,25.47802,0,0,0|HandRight:-3.977505,-2.583773,25.36856,0,0,0|HipLeft:-6.490653,-1.74204,25.84753,0,0,0|KneeLeft:-6.636556,-6.033069,25.87957,0,0,0|AnkleLeft:-6.814769,-9.48632,25.94116,0,0,0|FootLeft:-7.158872,-10.16615,25.14467,0,0,0|HipRight:-5.132405,-1.769468,25.97689,0,0,0|KneeRight:-4.997243,-6.138916,25.9211,0,0,0|AnkleRight:-4.722843,-9.575831,26.0437,0,0,0|FootRight:-4.513362,-10.38748,25.32408,0,0,0|SpineShoulder:-5.698788,3.591414,26.58548,0,0,0|HandTipLeft:-7.545194,-3.345383,25.50536,0,0,0|ThumbLeft:-7.939343,-2.458726,25.322,0,0,0|HandTipRight:-3.952172,-3.335996,25.34319,0,0,0|ThumbRight:-4.356112,-2.444535,25.06736,0,0,0|
SpineBase:-5.888037,-1.778143,26.26801,0,0,0|SpineMid:-5.783811,1.324595,26.49023,0,0,0|Neck:-5.643482,4.347628,26.59188,0,0,0|Head:-5.754325,5.927522,26.46112,0,0,0|ShoulderLeft:-7.378246,3.144021,26.41919,0,0,0|ElbowLeft:-7.862449,0.3729534,26.62766,0,0,0|WristLeft:-7.783261,-1.995832,25.65668,0,0,0|HandLeft:-7.555447,-2.484732,25.50852,0,0,0|ShoulderRight:-4.003256,3.191406,26.4982,0,0,0|ElbowRight:-3.753926,0.6595615,26.55424,0,0,0|WristRight:-3.734364,-2.13318,25.47622,0,0,0|HandRight:-3.977917,-2.580076,25.36371,0,0,0|HipLeft:-6.487018,-1.74013,25.84455,0,0,0|KneeLeft:-6.634185,-6.033056,25.87819,0,0,0|AnkleLeft:-6.815067,-9.486578,25.94149,0,0,0|FootLeft:-7.159248,-10.16588,25.14415,0,0,0|HipRight:-5.127863,-1.76782,25.97497,0,0,0|KneeRight:-4.998232,-6.136051,25.91777,0,0,0|AnkleRight:-4.728579,-9.583522,26.0395,0,0,0|FootRight:-4.508784,-10.39229,25.31733,0,0,0|SpineShoulder:-5.683536,3.603126,26.58892,0,0,0|HandTipLeft:-7.465584,-3.35546,25.4828,0,0,0|ThumbLeft:-7.797572,-2.990682,25.28091,0,0,0|HandTipRight:-3.98677,-3.333383,25.3595,0,0,0|ThumbRight:-4.353417,-2.446987,25.06391,0,0,0|
SpineBase:-5.888037,-1.778143,26.26801,0,0,0|SpineMid:-5.783811,1.324595,26.49023,0,0,0|Neck:-5.643482,4.347628,26.59188,0,0,0|Head:-5.754325,5.927522,26.46112,0,0,0|ShoulderLeft:-7.378246,3.144021,26.41919,0,0,0|ElbowLeft:-7.862449,0.3729534,26.62766,0,0,0|WristLeft:-7.783261,-1.995832,25.65668,0,0,0|HandLeft:-7.555447,-2.484732,25.50852,0,0,0|ShoulderRight:-4.003256,3.191406,26.4982,0,0,0|ElbowRight:-3.753926,0.6595615,26.55424,0,0,0|WristRight:-3.734364,-2.13318,25.47622,0,0,0|HandRight:-3.977917,-2.580076,25.36371,0,0,0|HipLeft:-6.487018,-1.74013,25.84455,0,0,0|KneeLeft:-6.634185,-6.033056,25.87819,0,0,0|AnkleLeft:-6.815067,-9.486578,25.94149,0,0,0|FootLeft:-7.159248,-10.16588,25.14415,0,0,0|HipRight:-5.127863,-1.76782,25.97497,0,0,0|KneeRight:-4.998232,-6.136051,25.91777,0,0,0|AnkleRight:-4.728579,-9.583522,26.0395,0,0,0|FootRight:-4.508784,-10.39229,25.31733,0,0,0|SpineShoulder:-5.683536,3.603126,26.58892,0,0,0|HandTipLeft:-7.465584,-3.35546,25.4828,0,0,0|ThumbLeft:-7.797572,-2.990682,25.28091,0,0,0|HandTipRight:-3.98677,-3.333383,25.3595,0,0,0|ThumbRight:-4.353417,-2.446987,25.06391,0,0,0|
SpineBase:-5.882947,-1.777078,26.26374,0,0,0|SpineMid:-5.77138,1.32906,26.48599,0,0,0|Neck:-5.624433,4.355621,26.58767,0,0,0|Head:-5.731041,5.928807,26.44979,0,0,0|ShoulderLeft:-7.367464,3.150838,26.41812,0,0,0|ElbowLeft:-7.852962,0.3792107,26.63142,0,0,0|WristLeft:-7.775166,-1.988984,25.65867,0,0,0|HandLeft:-7.547688,-2.533551,25.50606,0,0,0|ShoulderRight:-3.996153,3.192966,26.49388,0,0,0|ElbowRight:-3.754054,0.6606926,26.55227,0,0,0|WristRight:-3.733403,-2.13625,25.47102,0,0,0|HandRight:-3.975465,-2.58652,25.35756,0,0,0|HipLeft:-6.481808,-1.738145,25.84084,0,0,0|KneeLeft:-6.631937,-6.032146,25.87485,0,0,0|AnkleLeft:-6.815355,-9.487802,25.93948,0,0,0|FootLeft:-7.160968,-10.16753,25.14421,0,0,0|HipRight:-5.123096,-1.767691,25.97029,0,0,0|KneeRight:-4.998918,-6.13273,25.9072,0,0,0|AnkleRight:-4.729182,-9.585675,26.03106,0,0,0|FootRight:-4.517804,-10.40215,25.3244,0,0,0|SpineShoulder:-5.666068,3.610252,26.58471,0,0,0|HandTipLeft:-7.312003,-3.627287,25.37028,0,0,0|ThumbLeft:-7.824401,-2.860105,25.32062,0,0,0|HandTipRight:-3.971595,-3.351635,25.36293,0,0,0|ThumbRight:-4.352319,-2.441962,25.0562,0,0,0|
SpineBase:-5.879664,-1.777573,26.26227,0,0,0|SpineMid:-5.766785,1.329119,26.48239,0,0,0|Neck:-5.619917,4.355816,26.58039,0,0,0|Head:-5.714387,5.915481,26.44382,0,0,0|ShoulderLeft:-7.353845,3.157686,26.41368,0,0,0|ElbowLeft:-7.850471,0.3796238,26.633,0,0,0|WristLeft:-7.773638,-1.988366,25.65964,0,0,0|HandLeft:-7.554944,-2.53688,25.51541,0,0,0|ShoulderRight:-3.991103,3.189387,26.4874,0,0,0|ElbowRight:-3.753741,0.6576662,26.55559,0,0,0|WristRight:-3.730867,-2.139172,25.45741,0,0,0|HandRight:-3.97775,-2.578772,25.33679,0,0,0|HipLeft:-6.479249,-1.738194,25.84053,0,0,0|KneeLeft:-6.629445,-6.030868,25.87181,0,0,0|AnkleLeft:-6.818047,-9.490294,25.9369,0,0,0|FootLeft:-7.160266,-10.16988,25.13838,0,0,0|HipRight:-5.119005,-1.768785,25.9673,0,0,0|KneeRight:-4.994082,-6.193082,25.88548,0,0,0|AnkleRight:-4.733209,-9.590549,26.03139,0,0,0|FootRight:-4.521345,-10.40436,25.31842,0,0,0|SpineShoulder:-5.661473,3.610449,26.57854,0,0,0|HandTipLeft:-7.382675,-3.580678,25.50258,0,0,0|ThumbLeft:-7.803994,-2.943418,25.29721,0,0,0|HandTipRight:-4.000685,-3.32861,25.28815,0,0,0|ThumbRight:-4.343521,-2.413546,25.0635,0,0,0|
SpineBase:-5.879664,-1.777573,26.26227,0,0,0|SpineMid:-5.766785,1.329119,26.48239,0,0,0|Neck:-5.619917,4.355816,26.58039,0,0,0|Head:-5.714387,5.915481,26.44382,0,0,0|ShoulderLeft:-7.353845,3.157686,26.41368,0,0,0|ElbowLeft:-7.850471,0.3796238,26.633,0,0,0|WristLeft:-7.773638,-1.988366,25.65964,0,0,0|HandLeft:-7.554944,-2.53688,25.51541,0,0,0|ShoulderRight:-3.991103,3.189387,26.4874,0,0,0|ElbowRight:-3.753741,0.6576662,26.55559,0,0,0|WristRight:-3.730867,-2.139172,25.45741,0,0,0|HandRight:-3.97775,-2.578772,25.33679,0,0,0|HipLeft:-6.479249,-1.738194,25.84053,0,0,0|KneeLeft:-6.629445,-6.030868,25.87181,0,0,0|AnkleLeft:-6.818047,-9.490294,25.9369,0,0,0|FootLeft:-7.160266,-10.16988,25.13838,0,0,0|HipRight:-5.119005,-1.768785,25.9673,0,0,0|KneeRight:-4.994082,-6.193082,25.88548,0,0,0|AnkleRight:-4.733209,-9.590549,26.03139,0,0,0|FootRight:-4.521345,-10.40436,25.31842,0,0,0|SpineShoulder:-5.661473,3.610449,26.57854,0,0,0|HandTipLeft:-7.382675,-3.580678,25.50258,0,0,0|ThumbLeft:-7.803994,-2.943418,25.29721,0,0,0|HandTipRight:-4.000685,-3.32861,25.28815,0,0,0|ThumbRight:-4.343521,-2.413546,25.0635,0,0,0|
SpineBase:-5.873856,-1.778087,26.26044,0,0,0|SpineMid:-5.753026,1.325117,26.47721,0,0,0|Neck:-5.598238,4.345289,26.56942,0,0,0|Head:-5.698372,5.911348,26.44149,0,0,0|ShoulderLeft:-7.345898,3.156997,26.41355,0,0,0|ElbowLeft:-7.845301,0.3841109,26.638,0,0,0|WristLeft:-7.772598,-1.983488,25.66332,0,0,0|HandLeft:-7.543143,-2.483687,25.52343,0,0,0|ShoulderRight:-3.984572,3.188959,26.48192,0,0,0|ElbowRight:-3.753241,0.6572685,26.55552,0,0,0|WristRight:-3.728228,-2.144663,25.45109,0,0,0|HandRight:-3.964226,-2.566766,25.33849,0,0,0|HipLeft:-6.474185,-1.738587,25.83917,0,0,0|KneeLeft:-6.62842,-6.03101,25.86974,0,0,0|AnkleLeft:-6.818242,-9.490744,25.93674,0,0,0|FootLeft:-7.156918,-10.16856,25.13205,0,0,0|HipRight:-5.112784,-1.769372,25.96517,0,0,0|KneeRight:-4.992228,-6.235452,25.87386,0,0,0|AnkleRight:-4.740079,-9.589015,26.0232,0,0,0|FootRight:-4.519864,-10.40447,25.31773,0,0,0|SpineShoulder:-5.641818,3.601839,26.56924,0,0,0|HandTipLeft:-7.416546,-3.359622,25.49162,0,0,0|ThumbLeft:-7.80704,-2.727072,25.29143,0,0,0|HandTipRight:-4.076901,-3.166613,25.23951,0,0,0|ThumbRight:-4.319039,-2.162487,25.06277,0,0,0|
SpineBase:-5.873856,-1.778087,26.26044,0,0,0|SpineMid:-5.753026,1.325117,26.47721,0,0,0|Neck:-5.598238,4.345289,26.56942,0,0,0|Head:-5.698372,5.911348,26.44149,0,0,0|ShoulderLeft:-7.345898,3.156997,26.41355,0,0,0|ElbowLeft:-7.845301,0.3841109,26.638,0,0,0|WristLeft:-7.772598,-1.983488,25.66332,0,0,0|HandLeft:-7.543143,-2.483687,25.52343,0,0,0|ShoulderRight:-3.984572,3.188959,26.48192,0,0,0|ElbowRight:-3.753241,0.6572685,26.55552,0,0,0|WristRight:-3.728228,-2.144663,25.45109,0,0,0|HandRight:-3.964226,-2.566766,25.33849,0,0,0|HipLeft:-6.474185,-1.738587,25.83917,0,0,0|KneeLeft:-6.62842,-6.03101,25.86974,0,0,0|AnkleLeft:-6.818242,-9.490744,25.93674,0,0,0|FootLeft:-7.156918,-10.16856,25.13205,0,0,0|HipRight:-5.112784,-1.769372,25.96517,0,0,0|KneeRight:-4.992228,-6.235452,25.87386,0,0,0|AnkleRight:-4.740079,-9.589015,26.0232,0,0,0|FootRight:-4.519864,-10.40447,25.31773,0,0,0|SpineShoulder:-5.641818,3.601839,26.56924,0,0,0|HandTipLeft:-7.416546,-3.359622,25.49162,0,0,0|ThumbLeft:-7.80704,-2.727072,25.29143,0,0,0|HandTipRight:-4.076901,-3.166613,25.23951,0,0,0|ThumbRight:-4.319039,-2.162487,25.06277,0,0,0|
