SpineBase:-3.217689,-3.407805,24.66399,0,0,0|SpineMid:-3.221392,-1.106145,22.66696,0,0,0|Neck:-3.197362,1.131905,20.53406,0,0,0|Head:-3.318033,2.017822,19.81092,0,0,0|ShoulderLeft:-4.920334,0.4085546,20.82364,0,0,0|ElbowLeft:-4.938281,-1.742688,20.38151,0,0,0|WristLeft:-4.001504,-4.202492,19.62512,0,0,0|HandLeft:-3.666821,-5.041018,19.46394,0,0,0|ShoulderRight:-1.608761,0.4775839,20.9447,0,0,0|ElbowRight:-1.352835,-1.650752,20.42301,0,0,0|WristRight:-2.419226,-4.16996,19.56046,0,0,0|HandRight:-2.63746,-4.893884,19.43532,0,0,0|HipLeft:-3.994452,-3.264802,24.35266,0,0,0|KneeLeft:-3.88391,-7.540917,23.40254,0,0,0|AnkleLeft:-3.741497,-9.132398,23.06404,0,0,0|FootLeft:-3.65777,-9.67202,22.16296,0,0,0|HipRight:-2.348197,-3.458363,24.26246,0,0,0|KneeRight:-2.025368,-6.628574,23.48806,0,0,0|AnkleRight:-2.167616,-9.742328,23.07042,0,0,0|FootRight:-2.499411,-9.903811,22.16121,0,0,0|SpineShoulder:-3.209553,0.5843057,21.09366,0,0,0|HandTipLeft:-3.237429,-5.671192,19.47032,0,0,0|ThumbLeft:-4.01898,-5.288085,19.17592,0,0,0|HandTipRight:-2.974246,-5.604558,19.3601,0,0,0|ThumbRight:-2.945516,-4.788216,19.22651,0,0,0|
SpineBase:-3.281402,-3.284975,24.77186,0,0,0|SpineMid:-3.230226,-1.085407,22.67856,0,0,0|Neck:-3.193661,1.132144,20.52366,0,0,0|Head:-3.309306,2.015503,19.79715,0,0,0|ShoulderLeft:-4.918689,0.4036405,20.81927,0,0,0|ElbowLeft:-4.939775,-1.748236,20.38305,0,0,0|WristLeft:-3.994086,-4.21996,19.62171,0,0,0|HandLeft:-3.66504,-5.053043,19.46112,0,0,0|ShoulderRight:-1.605234,0.4680842,20.937,0,0,0|ElbowRight:-1.35199,-1.661603,20.422,0,0,0|WristRight:-2.417122,-4.17105,19.56429,0,0,0|HandRight:-2.638707,-4.905344,19.43836,0,0,0|HipLeft:-4.053397,-3.188695,24.42082,0,0,0|KneeLeft:-3.879976,-7.543709,23.40119,0,0,0|AnkleLeft:-3.739689,-9.132359,23.06363,0,0,0|FootLeft:-3.657441,-9.684423,22.17784,0,0,0|HipRight:-2.414433,-3.272981,24.42721,0,0,0|KneeRight:-2.023781,-6.631604,23.48505,0,0,0|AnkleRight:-2.16724,-9.745764,23.06875,0,0,0|FootRight:-2.481694,-9.886959,22.14002,0,0,0|SpineShoulder:-3.208535,0.5861442,21.08961,0,0,0|HandTipLeft:-3.236068,-5.675456,19.45996,0,0,0|ThumbLeft:-4.021736,-5.279486,19.17262,0,0,0|HandTipRight:-2.987439,-5.610188,19.40764,0,0,0|ThumbRight:-2.967188,-4.817084,19.24578,0,0,0|
SpineBase:-3.219492,-3.445173,24.62585,0,0,0|SpineMid:-3.218437,-1.113953,22.64536,0,0,0|Neck:-3.190217,1.130902,20.51406,0,0,0|Head:-3.304422,2.009701,19.7836,0,0,0|ShoulderLeft:-4.915128,0.4002335,20.81242,0,0,0|ElbowLeft:-4.942019,-1.752541,20.38498,0,0,0|WristLeft:-3.991563,-4.225376,19.62125,0,0,0|HandLeft:-3.661115,-5.0567,19.46385,0,0,0|ShoulderRight:-1.60222,0.4587606,20.93397,0,0,0|ElbowRight:-1.345937,-1.670194,20.41704,0,0,0|WristRight:-2.415001,-4.174491,19.56813,0,0,0|HandRight:-2.639461,-4.908388,19.43805,0,0,0|HipLeft:-4.001935,-3.298094,24.31583,0,0,0|KneeLeft:-3.881356,-7.54459,23.40161,0,0,0|AnkleLeft:-3.742288,-9.128391,23.06493,0,0,0|FootLeft:-3.659886,-9.664696,22.16132,0,0,0|HipRight:-2.340405,-3.509568,24.21457,0,0,0|KneeRight:-2.021647,-6.640566,23.48099,0,0,0|AnkleRight:-2.174839,-9.754782,23.06656,0,0,0|FootRight:-2.480451,-9.88285,22.12777,0,0,0|SpineShoulder:-3.203135,0.5802905,21.0745,0,0,0|HandTipLeft:-3.23582,-5.680809,19.4734,0,0,0|ThumbLeft:-4.014986,-5.278461,19.18933,0,0,0|HandTipRight:-2.992931,-5.620593,19.41733,0,0,0|ThumbRight:-2.976768,-4.858298,19.25035,0,0,0|
SpineBase:-3.219492,-3.445173,24.62585,0,0,0|SpineMid:-3.218437,-1.113953,22.64536,0,0,0|Neck:-3.190217,1.130902,20.51406,0,0,0|Head:-3.304422,2.009701,19.7836,0,0,0|ShoulderLeft:-4.915128,0.4002335,20.81242,0,0,0|ElbowLeft:-4.942019,-1.752541,20.38498,0,0,0|WristLeft:-3.991563,-4.225376,19.62125,0,0,0|HandLeft:-3.661115,-5.0567,19.46385,0,0,0|ShoulderRight:-1.60222,0.4587606,20.93397,0,0,0|ElbowRight:-1.345937,-1.670194,20.41704,0,0,0|WristRight:-2.415001,-4.174491,19.56813,0,0,0|HandRight:-2.639461,-4.908388,19.43805,0,0,0|HipLeft:-4.001935,-3.298094,24.31583,0,0,0|KneeLeft:-3.881356,-7.54459,23.40161,0,0,0|AnkleLeft:-3.742288,-9.128391,23.06493,0,0,0|FootLeft:-3.659886,-9.664696,22.16132,0,0,0|HipRight:-2.340405,-3.509568,24.21457,0,0,0|KneeRight:-2.021647,-6.640566,23.48099,0,0,0|AnkleRight:-2.174839,-9.754782,23.06656,0,0,0|FootRight:-2.480451,-9.88285,22.12777,0,0,0|SpineShoulder:-3.203135,0.5802905,21.0745,0,0,0|HandTipLeft:-3.23582,-5.680809,19.4734,0,0,0|ThumbLeft:-4.014986,-5.278461,19.18933,0,0,0|HandTipRight:-2.992931,-5.620593,19.41733,0,0,0|ThumbRight:-2.976768,-4.858298,19.25035,0,0,0|
SpineBase:-3.325745,-3.235819,24.80971,0,0,0|SpineMid:-3.23606,-1.086775,22.67025,0,0,0|Neck:-3.189066,1.127227,20.50978,0,0,0|Head:-3.303147,2.006213,19.78021,0,0,0|ShoulderLeft:-4.915896,0.4079117,20.81817,0,0,0|ElbowLeft:-4.94147,-1.744064,20.38349,0,0,0|WristLeft:-3.990221,-4.227735,19.62169,0,0,0|HandLeft:-3.658495,-5.056911,19.46377,0,0,0|ShoulderRight:-1.613339,0.5102233,20.96872,0,0,0|ElbowRight:-1.30904,-1.605726,20.41033,0,0,0|WristRight:-2.412531,-4.178432,19.57165,0,0,0|HandRight:-2.631859,-4.911017,19.44164,0,0,0|HipLeft:-4.090849,-3.172326,24.42746,0,0,0|KneeLeft:-3.883562,-7.546939,23.40215,0,0,0|AnkleLeft:-3.740051,-9.128619,23.06441,0,0,0|FootLeft:-3.646913,-9.685359,22.18651,0,0,0|HipRight:-2.469477,-3.171592,24.5154,0,0,0|KneeRight:-2.020618,-6.643612,23.47882,0,0,0|AnkleRight:-2.175994,-9.757565,23.06294,0,0,0|FootRight:-2.482488,-9.877838,22.12192,0,0,0|SpineShoulder:-3.203307,0.5801179,21.07414,0,0,0|HandTipLeft:-3.237308,-5.686976,19.47428,0,0,0|ThumbLeft:-4.009687,-5.383677,19.2525,0,0,0|HandTipRight:-2.945614,-5.631369,19.40233,0,0,0|ThumbRight:-2.984561,-4.86748,19.28674,0,0,0|
SpineBase:-3.325745,-3.235819,24.80971,0,0,0|SpineMid:-3.23606,-1.086775,22.67025,0,0,0|Neck:-3.189066,1.127227,20.50978,0,0,0|Head:-3.303147,2.006213,19.78021,0,0,0|ShoulderLeft:-4.915896,0.4079117,20.81817,0,0,0|ElbowLeft:-4.94147,-1.744064,20.38349,0,0,0|WristLeft:-3.990221,-4.227735,19.62169,0,0,0|HandLeft:-3.658495,-5.056911,19.46377,0,0,0|ShoulderRight:-1.613339,0.5102233,20.96872,0,0,0|ElbowRight:-1.30904,-1.605726,20.41033,0,0,0|WristRight:-2.412531,-4.178432,19.57165,0,0,0|HandRight:-2.631859,-4.911017,19.44164,0,0,0|HipLeft:-4.090849,-3.172326,24.42746,0,0,0|KneeLeft:-3.883562,-7.546939,23.40215,0,0,0|AnkleLeft:-3.740051,-9.128619,23.06441,0,0,0|FootLeft:-3.646913,-9.685359,22.18651,0,0,0|HipRight:-2.469477,-3.171592,24.5154,0,0,0|KneeRight:-2.020618,-6.643612,23.47882,0,0,0|AnkleRight:-2.175994,-9.757565,23.06294,0,0,0|FootRight:-2.482488,-9.877838,22.12192,0,0,0|SpineShoulder:-3.203307,0.5801179,21.07414,0,0,0|HandTipLeft:-3.237308,-5.686976,19.47428,0,0,0|ThumbLeft:-4.009687,-5.383677,19.2525,0,0,0|HandTipRight:-2.945614,-5.631369,19.40233,0,0,0|ThumbRight:-2.984561,-4.86748,19.28674,0,0,0|
SpineBase:-3.327806,-3.225988,24.82115,0,0,0|SpineMid:-3.240774,-1.07578,22.68255,0,0,0|Neck:-3.185989,1.122543,20.50546,0,0,0|Head:-3.299058,1.996019,19.77299,0,0,0|ShoulderLeft:-4.916028,0.4142559,20.82262,0,0,0|ElbowLeft:-4.940905,-1.737304,20.38412,0,0,0|WristLeft:-3.989079,-4.230673,19.62213,0,0,0|HandLeft:-3.663512,-5.06381,19.48094,0,0,0|ShoulderRight:-1.616936,0.52903,20.98249,0,0,0|ElbowRight:-1.640605,-1.970962,20.36784,0,0,0|WristRight:-2.409687,-4.181107,19.57737,0,0,0|HandRight:-2.626357,-4.905578,19.44812,0,0,0|HipLeft:-4.099031,-3.155759,24.4475,0,0,0|KneeLeft:-3.880916,-7.55377,23.40288,0,0,0|AnkleLeft:-3.739947,-9.128286,23.06421,0,0,0|FootLeft:-3.64347,-9.686165,22.18872,0,0,0|HipRight:-2.468815,-3.171363,24.51601,0,0,0|KneeRight:-2.020574,-6.645029,23.47866,0,0,0|AnkleRight:-2.182216,-9.758738,23.06391,0,0,0|FootRight:-2.476597,-9.877811,22.11651,0,0,0|SpineShoulder:-3.202816,0.5794866,21.07364,0,0,0|HandTipLeft:-3.222377,-5.699785,19.48653,0,0,0|ThumbLeft:-4.019341,-5.39982,19.27833,0,0,0|HandTipRight:-2.893329,-5.617721,19.38755,0,0,0|ThumbRight:-2.977117,-4.721151,19.55059,0,0,0|
SpineBase:-3.327806,-3.225988,24.82115,0,0,0|SpineMid:-3.240774,-1.07578,22.68255,0,0,0|Neck:-3.185989,1.122543,20.50546,0,0,0|Head:-3.299058,1.996019,19.77299,0,0,0|ShoulderLeft:-4.916028,0.4142559,20.82262,0,0,0|ElbowLeft:-4.940905,-1.737304,20.38412,0,0,0|WristLeft:-3.989079,-4.230673,19.62213,0,0,0|HandLeft:-3.663512,-5.06381,19.48094,0,0,0|ShoulderRight:-1.616936,0.52903,20.98249,0,0,0|ElbowRight:-1.640605,-1.970962,20.36784,0,0,0|WristRight:-2.409687,-4.181107,19.57737,0,0,0|HandRight:-2.626357,-4.905578,19.44812,0,0,0|HipLeft:-4.099031,-3.155759,24.4475,0,0,0|KneeLeft:-3.880916,-7.55377,23.40288,0,0,0|AnkleLeft:-3.739947,-9.128286,23.06421,0,0,0|FootLeft:-3.64347,-9.686165,22.18872,0,0,0|HipRight:-2.468815,-3.171363,24.51601,0,0,0|KneeRight:-2.020574,-6.645029,23.47866,0,0,0|AnkleRight:-2.182216,-9.758738,23.06391,0,0,0|FootRight:-2.476597,-9.877811,22.11651,0,0,0|SpineShoulder:-3.202816,0.5794866,21.07364,0,0,0|HandTipLeft:-3.222377,-5.699785,19.48653,0,0,0|ThumbLeft:-4.019341,-5.39982,19.27833,0,0,0|HandTipRight:-2.893329,-5.617721,19.38755,0,0,0|ThumbRight:-2.977117,-4.721151,19.55059,0,0,0|
SpineBase:-3.327292,-3.225272,24.8226,0,0,0|SpineMid:-3.24025,-1.07004,22.6846,0,0,0|Neck:-3.175713,1.123826,20.49172,0,0,0|Head:-3.29103,1.999056,19.76288,0,0,0|ShoulderLeft:-4.914123,0.4101506,20.81861,0,0,0|ElbowLeft:-4.941672,-1.741908,20.38492,0,0,0|WristLeft:-3.984996,-4.240283,19.62429,0,0,0|HandLeft:-3.655154,-5.06889,19.48474,0,0,0|ShoulderRight:-1.619979,0.5413634,20.99122,0,0,0|ElbowRight:-1.461576,-1.596651,20.47173,0,0,0|WristRight:-2.407167,-4.187335,19.58153,0,0,0|HandRight:-2.622113,-4.913907,19.43987,0,0,0|HipLeft:-4.100074,-3.154854,24.45053,0,0,0|KneeLeft:-3.880116,-7.554903,23.4021,0,0,0|AnkleLeft:-3.738131,-9.131591,23.06358,0,0,0|FootLeft:-3.637161,-9.689813,22.18971,0,0,0|HipRight:-2.465474,-3.173089,24.51454,0,0,0|KneeRight:-2.017278,-6.657004,23.47506,0,0,0|AnkleRight:-2.182847,-9.770894,23.06565,0,0,0|FootRight:-2.476999,-9.874027,22.11242,0,0,0|SpineShoulder:-3.197097,0.582016,21.0666,0,0,0|HandTipLeft:-3.226302,-5.692702,19.4552,0,0,0|ThumbLeft:-4.015285,-5.3346,19.22367,0,0,0|HandTipRight:-2.910763,-5.629285,19.38163,0,0,0|ThumbRight:-2.922948,-4.852198,19.2165,0,0,0|
SpineBase:-3.327292,-3.225272,24.8226,0,0,0|SpineMid:-3.24025,-1.07004,22.6846,0,0,0|Neck:-3.175713,1.123826,20.49172,0,0,0|Head:-3.29103,1.999056,19.76288,0,0,0|ShoulderLeft:-4.914123,0.4101506,20.81861,0,0,0|ElbowLeft:-4.941672,-1.741908,20.38492,0,0,0|WristLeft:-3.984996,-4.240283,19.62429,0,0,0|HandLeft:-3.655154,-5.06889,19.48474,0,0,0|ShoulderRight:-1.619979,0.5413634,20.99122,0,0,0|ElbowRight:-1.461576,-1.596651,20.47173,0,0,0|WristRight:-2.407167,-4.187335,19.58153,0,0,0|HandRight:-2.622113,-4.913907,19.43987,0,0,0|HipLeft:-4.100074,-3.154854,24.45053,0,0,0|KneeLeft:-3.880116,-7.554903,23.4021,0,0,0|AnkleLeft:-3.738131,-9.131591,23.06358,0,0,0|FootLeft:-3.637161,-9.689813,22.18971,0,0,0|HipRight:-2.465474,-3.173089,24.51454,0,0,0|KneeRight:-2.017278,-6.657004,23.47506,0,0,0|AnkleRight:-2.182847,-9.770894,23.06565,0,0,0|FootRight:-2.476999,-9.874027,22.11242,0,0,0|SpineShoulder:-3.197097,0.582016,21.0666,0,0,0|HandTipLeft:-3.226302,-5.692702,19.4552,0,0,0|ThumbLeft:-4.015285,-5.3346,19.22367,0,0,0|HandTipRight:-2.910763,-5.629285,19.38163,0,0,0|ThumbRight:-2.922948,-4.852198,19.2165,0,0,0|
SpineBase:-3.382283,-3.010024,25.01238,0,0,0|SpineMid:-3.263134,-1.005255,22.75036,0,0,0|Neck:-3.174258,1.116554,20.48968,0,0,0|Head:-3.287897,1.991768,19.76125,0,0,0|ShoulderLeft:-4.913357,0.4014634,20.81406,0,0,0|ElbowLeft:-4.941151,-1.75131,20.38676,0,0,0|WristLeft:-3.981149,-4.252093,19.62788,0,0,0|HandLeft:-3.65103,-5.077279,19.48604,0,0,0|ShoulderRight:-1.61463,0.4905652,20.96594,0,0,0|ElbowRight:-1.516058,-1.658184,20.45286,0,0,0|WristRight:-2.403036,-4.188867,19.58582,0,0,0|HandRight:-2.632512,-4.945966,19.45074,0,0,0|HipLeft:-4.173324,-2.956503,24.62496,0,0,0|KneeLeft:-3.89839,-7.166417,23.47273,0,0,0|AnkleLeft:-3.64401,-10.25718,22.91651,0,0,0|FootLeft:-3.713989,-9.442187,22.2943,0,0,0|HipRight:-2.492437,-2.991099,24.67931,0,0,0|KneeRight:-2.016953,-6.657443,23.47508,0,0,0|AnkleRight:-2.185116,-9.771232,23.06623,0,0,0|FootRight:-2.463509,-9.877098,22.10665,0,0,0|SpineShoulder:-3.19725,0.5816588,21.06764,0,0,0|HandTipLeft:-3.203704,-5.706988,19.46645,0,0,0|ThumbLeft:-4.013978,-5.322473,19.21934,0,0,0|HandTipRight:-2.948138,-5.646698,19.39708,0,0,0|ThumbRight:-3.321055,-5.038946,19.33333,0,0,0|
